date,v2.9_final,risk_strategy,gold,defensive,benchmark
2021-08-24,1.2369634902602646,1.3562869188685396,1.0852507374631268,1.0278179659359628,127378.81412176475
2021-08-25,1.237448810012445,1.3597587958925423,1.07905604719764,1.0278079881863444,127633.31690847514
2021-08-26,1.2374810456012713,1.361375826134599,1.075221238938053,1.0279277211817648,125117.52546265595
2021-08-27,1.2419762254222664,1.3649674362573365,1.0861356932153392,1.028027498677948,125780.26979327868
2021-08-30,1.245432678429741,1.370195362206197,1.0887905604719763,1.0280075431787115,125421.38099616981
2021-08-31,1.2525634309018248,1.383341048231004,1.0884955752212389,1.0281272761741318,125221.78118597202
2021-09-01,1.249573965810941,1.3778294497141887,1.0884955752212389,1.0281472316733684,126885.52117047829
2021-09-02,1.2540115759629071,1.3862955853881342,1.0876106194690265,1.0282869201680254,126884.27041448752
2021-09-03,1.2509836508347092,1.3806270131607274,1.0876106194690265,1.0284864751603924,126197.68354779022
2021-09-06,1.2550964592353078,1.3855262125286305,1.0938053097345133,1.0285862526565759,128560.15315507105
2021-09-07,1.2597746227081137,1.3955877242161991,1.0902654867256638,1.0286760524031409,130100.22464098742
2021-09-08,1.2577811821972917,1.3972922523062619,1.0775811209439528,1.0287359189008511,129560.91429220629
2021-09-09,1.2595423762909872,1.4023246300078358,1.0734513274336281,1.028765852149706,129505.69862669596
2021-09-10,1.260812924318589,1.4019122029792666,1.079646017699115,1.0289254961435998,130639.43076010265
2021-09-13,1.2606498745360737,1.4038856003726108,1.0743362831858407,1.0289753848916916,130069.76352112826
2021-09-14,1.2588565553594828,1.400020488541066,1.0755162241887906,1.0290252736397834,128128.53810858073
2021-09-15,1.2605455055962302,1.4015006876673508,1.0793510324483775,1.0289953403909282,126829.75829922201
2021-09-16,1.2536308391035986,1.3926410007369128,1.0702064896755161,1.0290053181405465,125276.18907157166
2021-09-17,1.2493644052911452,1.3892715863915004,1.0595870206489675,1.0291749398840586,126533.25095715404
2021-09-22,1.2540530997656445,1.3917549142333852,1.0737463126843658,1.0292148508825318,125642.81692137355
2021-09-23,1.2527602228524073,1.3937568021586624,1.0634218289085546,1.029364517126807,126461.7494063469
2021-09-24,1.2474321785483142,1.386262820040426,1.0578171091445427,1.0295042056214643,126363.56506106944
2021-09-27,1.2443566747565538,1.3800600313859654,1.0589970501474926,1.0294842501222274,127091.66139221129
2021-09-28,1.243148001333017,1.3814004134261288,1.0507374631268436,1.0295141833710826,127259.94018780625
2021-09-29,1.2379914212233283,1.3725100758708062,1.0492625368731563,1.0294842501222274,125959.67510570842
2021-09-30,1.2390212094636925,1.3759386548551664,1.045132743362832,1.030102870598565,126805.36855740148
2021-10-08,1.2411478263370506,1.3741033009028443,1.0581120943952802,1.0302724923420772,128461.52583371355
2021-10-11,1.2388464188925234,1.3715512797664924,1.0539823008849556,1.0304820250840625,128624.41074409819
2021-10-12,1.2376090729735765,1.366911816190529,1.05929203539823,1.0306017580794828,127260.1747045545
2021-10-13,1.236615668305316,1.3652012210570512,1.0589970501474926,1.0306217135787195,128726.47764443039
2021-10-14,1.2404466270466394,1.3663882866228698,1.072566371681416,1.030691557826048,128036.03428009483
2021-10-15,1.2417840424155409,1.3696455212427874,1.0705014749262536,1.03086117956956,128517.99225521467
2021-10-18,1.240131395168884,1.3727145263065264,1.056047197640118,1.0309908903145983,127024.04239645888
2021-10-19,1.2425458714356084,1.3753972024655106,1.0601769911504424,1.0309509793161251,128273.44340159767
2021-10-20,1.2404601504293569,1.3728249719852978,1.0572271386430678,1.0309509793161251,127946.73551383533
2021-10-21,1.2426146413757826,1.3745840894479033,1.0622418879056046,1.0310507568123084,128411.36530699935
2021-10-22,1.1661545144078918,1.2317466602281035,1.0663716814159292,1.0312503118046756,129237.61992600215
2021-10-25,1.2448329390988158,1.3712354864081562,1.0637168141592919,1.0313500893008591,129753.53071478881
2021-10-26,1.2464866588335493,1.3723127447004648,1.068141592920354,1.0314798000458976,129325.511591772
2021-10-27,1.2425068777535893,1.3683635752439207,1.0601769911504424,1.0316095107909362,127633.49931039047
2021-10-28,1.242158639103673,1.3632427682179926,1.0705014749262536,1.0316993105375014,126746.86965741533
2021-10-29,1.241296345187021,1.3640775799559501,1.0646017699115045,1.0319088432794867,127909.86426952333
2021-11-01,1.2425338738413765,1.3682031939604922,1.0601769911504424,1.031978687526815,127438.61589257466
2021-11-02,1.2428673651654942,1.3658480929519219,1.066961651917404,1.032088442772617,126113.88289640691
2021-11-03,1.2410007932049594,1.3658833344232495,1.0587020648967551,1.0322480867665107,125625.72325616603
2021-11-04,1.2436709764035498,1.3725090826384223,1.0545722713864307,1.0323578420123125,126866.8380028658
2021-11-05,1.2434527740843397,1.3657486313538436,1.0690265486725663,1.0325573970046795,126179.02643759418
2021-11-08,1.2478474733982292,1.3692183719271838,1.079646017699115,1.0326771300000999,126331.04540530879
2021-11-09,1.2525149281061745,1.3763206405826367,1.082890855457227,1.0328168184947568,126293.62695525082
2021-11-10,1.250033000994133,1.3719675433760663,1.0823008849557523,1.0329465292397952,125627.83390690052
2021-11-11,1.2552444206475322,1.3750145322158214,1.0976401179941002,1.0329565069894135,127646.2413870467
2021-11-12,1.2588673185276162,1.3813861187992824,1.0979351032448377,1.0332259062291091,127378.42326051762
2021-11-15,1.2551494485341999,1.3752799702722558,1.096165191740413,1.033335661474911,127222.1569339176
2021-11-16,1.2516075266985247,1.366789229317607,1.1008849557522125,1.0334454167207128,127246.72907765344
2021-11-17,1.2532871557882381,1.3712891765549895,1.0973451327433628,1.0334953054688045,127310.12677193689
2021-11-18,1.2565880880392215,1.3754435281847275,1.1017699115044246,1.0335451942168963,126055.85302991729
2021-11-19,1.259292808552153,1.3809162951393463,1.1002949852507373,1.0337148159604084,127422.2778924449
2021-11-22,1.2588757869447817,1.3843010724054765,1.0902654867256638,1.0338245712062102,128004.42663391076
2021-11-23,1.253505231469908,1.382444081402685,1.0713864306784662,1.0338345489558285,128029.10300731247
2021-11-24,1.251903544972658,1.3818484001331814,1.0657817109144543,1.0339742374504854,128115.40517067739
2021-11-25,1.251449909202664,1.381237725977524,1.0651917404129794,1.034044081697814,127588.62843922067
2021-11-26,1.2506338301066442,1.377466806877472,1.0702064896755161,1.034273569939036,126642.35335993448
2021-11-29,1.250648899935007,1.379266294699384,1.0660766961651917,1.034273569939036,126415.54960693688
2021-11-30,1.2520825116277665,1.3830285646365585,1.0634218289085546,1.0343134809375094,125910.11389957315
2021-12-01,1.2512963513844861,1.3832737554349983,1.05929203539823,1.034532991429113,126218.2428493889
2021-12-02,1.2489758440175147,1.381003839441183,1.0545722713864307,1.0346427466749148,126539.06176102794
2021-12-03,1.2539432607568577,1.3912281332236436,1.0519174041297934,1.034842301667282,127707.86717700986
2021-12-06,1.2528809628246744,1.3858200134524357,1.0595870206489675,1.0349819901619388,127489.06305087007
2021-12-07,1.2537007801072773,1.3882622019876787,1.0572271386430678,1.0352015006535427,128257.26174596677
2021-12-08,1.2610494115744073,1.4011476806656373,1.0587020648967551,1.035271344900871,130181.02868947612
2021-12-09,1.2621481438612283,1.4049862075080342,1.0545722713864307,1.0353112558993445,132337.54047693932
2021-12-10,1.2602829682156411,1.40278162492306,1.051622418879056,1.0354309888947646,131723.28899837635
2021-12-13,1.263099930506942,1.4053030593835552,1.0575221238938053,1.035610588387895,132470.71993254256
2021-12-14,1.2618166043381907,1.4024636886974782,1.0584070796460177,1.0357602546321703,131582.0056862494
2021-12-15,1.257665326350529,1.3994687129725416,1.047787610619469,1.035750276882552,130440.79507431445
2021-12-16,1.261893851487275,1.4031532041462453,1.0572271386430678,1.0356504993863684,131192.1085635354
2021-12-17,1.2597491968975545,1.3932835477738106,1.0705014749262536,1.0357003881344602,129108.24485320425
2021-12-20,1.2566792255567236,1.3881660148252188,1.0690265486725663,1.0359198986260638,127171.0843976268
2021-12-21,1.257837516405846,1.3935395788705838,1.06165191740413,1.035810143380262,128032.72498820248
2021-12-22,1.2581639840788221,1.3951838808597747,1.05929203539823,1.0357901878810254,128057.97462476666
2021-12-23,1.2648452197801239,1.4028697010447184,1.0699115044247787,1.0357901878810254,128951.35314860882
2021-12-24,1.264531122691099,1.4014749684735557,1.0716814159292034,1.0358799876275906,128237.53628169527
2021-12-27,1.2639225266676737,1.400588065181033,1.070796460176991,1.036209253364996,128184.87424299947
2021-12-28,1.2668038916422246,1.4043212986474394,1.0743362831858407,1.0363090308611795,129139.61798264002
2021-12-29,1.261173536078901,1.3959775218854757,1.0693215339233038,1.0365884078504934,127250.87220687294
2021-12-30,1.2601761211762805,1.3963883082212765,1.0637168141592919,1.037007473334464,128241.8618128301
2021-12-31,1.2636620981366307,1.3980458259178163,1.074631268436578,1.0370174510840826,128733.35680237976
2022-01-04,1.2639565801431785,1.4016565472563458,1.0678466076696165,1.0367380740947687,128144.25073071511
2022-01-05,1.2594216515883687,1.3912399991780706,1.0722713864306783,1.0369575845863725,126850.6302898184
2022-01-06,1.255476973340431,1.3865762355172497,1.0660766961651917,1.0371371840795027,125550.6778967183
2022-01-07,1.2535861067688312,1.3857625423043043,1.0595870206489675,1.0374664498169082,125658.47742867497
2022-01-10,1.2537481715586851,1.3851520653124645,1.06165191740413,1.037486405316145,126223.29798818503
2022-01-11,1.2527186412011044,1.3792078078880818,1.0705014749262536,1.0379354040489708,125017.59527047469
2022-01-12,1.2552725585510738,1.381696304538166,1.0755162241887906,1.0380351815451543,126263.27006505753
2022-01-13,1.180770585804426,1.2439879737698751,1.0778761061946902,1.038085070293246,124187.53626866655
2022-01-14,1.2542591139960397,1.373432469593734,1.0766961651917404,1.0382048032886664,123166.42428926441
2022-01-17,1.2542301497711195,1.3752170252315863,1.0722713864306783,1.0383045807848497,124222.89618282301
2022-01-18,1.2542307749538963,1.3758999337707283,1.0705014749262536,1.0384742025283618,125423.38741723838
2022-01-19,1.2533796022866384,1.3747787113942291,1.0693215339233038,1.0386338465222553,124564.30045347722
2022-01-20,1.2558286998119461,1.3730218699169654,1.0837758112094396,1.0387236462688205,125688.18288345638
2022-01-21,1.2520794001400817,1.3662939635245088,1.0831858407079646,1.0390529120062262,124536.57536234792
2022-01-24,1.25078278443323,1.3650929957822011,1.0802359882005899,1.0392424892489749,124730.02562225763
2022-01-25,1.2452938333144252,1.353959777805425,1.082890855457227,1.0393123334963033,121908.34616443948
2022-01-26,1.246011899662845,1.3548445004431677,1.0837758112094396,1.0394220887421053,122790.65028627981
2022-01-27,1.2372426053925805,1.347415153328372,1.0637168141592919,1.0391826227512648,120382.05905183837
2022-01-28,1.236484426462352,1.3473180153406006,1.0601769911504424,1.0396815102321824,118920.10770051378
2022-02-07,1.2439414567333555,1.3575726817997804,1.0678466076696165,1.0397713099787473,120752.4131121962
2022-02-08,1.2525194468424221,1.370389486631189,1.0740412979351033,1.0401404867146264,120092.71749930101
2022-02-09,1.2544483917354772,1.3717171689651868,1.07905604719764,1.0402701974596649,121220.69094366672
2022-02-10,1.2588652209839484,1.3788303327411138,1.0811209439528022,1.0404098859543218,120902.84257750583
2022-02-11,1.2587476048965225,1.3810179434179413,1.075221238938053,1.0406493519451623,119900.46588054916
2022-02-14,1.256642675773723,1.3695295582883593,1.092920353982301,1.0407890404398192,118605.22987983102
2022-02-15,1.2563590315061732,1.3644116484564806,1.103834808259587,1.0408888179360027,119866.79969846357
2022-02-16,1.2557808849895984,1.3694334956148029,1.0890855457227138,1.0409087734352394,120332.86264953374
2022-02-17,1.2570102576561144,1.3674247567514737,1.0991150442477875,1.0409985731818046,120624.08033605729
2022-02-18,1.2648873135322825,1.3774684510681185,1.1091445427728612,1.041178172674935,121199.19357507494
2022-02-21,1.2644957476760152,1.3774684510681185,1.1073746312684365,1.0412280614230267,120758.24997348659
2022-02-22,1.2657331176677227,1.3739531580572928,1.1212389380530974,1.0412579946718818,119190.60974093978
2022-02-23,1.2624089762538948,1.3714422344781316,1.1126843657817107,1.041238039172645,120464.6610620638
2022-02-24,1.2628286925388832,1.3624029095931518,1.1365781710914455,1.0411981281741716,118022.35153070386
2022-02-25,1.2589803476319286,1.360896355445655,1.1230088495575221,1.0412180836734084,119171.63994174605
2022-02-28,1.2579604169352214,1.3613985401614872,1.1171091445427728,1.041317861169592,119385.85796258623
2022-03-01,1.2604358989313875,1.3659182026039771,1.1168141592920353,1.0414675274138672,120377.08208529165
2022-03-02,1.2645690807751049,1.3672064259751078,1.131858407079646,1.0415673049100505,119306.51312942013
2022-03-03,1.2648361539986857,1.3688448547089798,1.1289085545722712,1.041637149157379,118603.6664348425
2022-03-04,1.2627103707415104,1.3633020268661642,1.1330383480825958,1.0417269489039442,117165.34916026067
2022-03-07,1.266110559557115,1.359359638704802,1.1581120943952803,1.0417369266535625,113422.1491688075
2022-03-08,1.2645591186517207,1.3463028360931641,1.1843657817109143,1.0417568821527994,111145.06971531491
2022-03-09,1.2646071989752952,1.3412809889348418,1.1979351032448378,1.0416770601558525,110127.65788905219
2022-03-10,1.2587010465165949,1.3452984666614998,1.1595870206489676,1.0413378166688285,111860.24156788518
2022-03-11,1.2597263024838063,1.3463028360931641,1.1613569321533923,1.0416571046566157,112216.83731234426
2022-03-14,1.254492095469545,1.339272250071513,1.155457227138643,1.0416271714077607,108783.40788794476
