variant,description,full_ann_return,full_ann_vol,full_max_drawdown,full_sharpe,full_calmar,full_ann_bench,full_excess,oos_2025_ann_return,oos_2025_ann_vol,oos_2025_max_drawdown,oos_2025_sharpe,oos_2025_calmar,oos_2025_ann_bench,oos_2025_excess,rolling_windows,rolling_ann_mean,rolling_excess_mean,rolling_mdd_mean,rolling_sharpe_mean,rolling_positive_excess_rate,family_score
no_gold_sweep_static_r065_g026_c009,风险策略不含黄金；V2.7静态扫描：65%风险策略 + 26%黄金 + 9%现金,0.08130699137147568,0.09800743469095202,-0.08205415682548345,0.5745175511330254,0.9908942400615136,0.004793629881378436,0.07651336149009724,0.26375673851425874,0.09961502257602736,-0.0581635584472433,2.396794502877684,4.5347421229995195,0.21334541399075846,0.05041132452350028,13,0.05707881221027859,0.08734471779994865,-0.029750850079774994,0.6751486438685131,0.6923076923076923,4
no_gold_sweep_static_r055_g022_c022,风险策略不含黄金；V2.7静态扫描：55%风险策略 + 22%黄金 + 22%现金,0.07245875394539869,0.0830807364377828,-0.06935742197312178,0.5712365583198631,1.0447152140902638,0.004793629881378436,0.06766512406402025,0.2249663969768807,0.0846337500308984,-0.048762503976019,2.3627264171075515,4.6135119945341065,0.21334541399075846,0.011620982986122241,13,0.0520589423459692,0.08232484793563924,-0.025114696220266238,0.6607885584359532,0.6153846153846154,4
sweep_static_r070_g030_c000,V2.7静态扫描：70%风险策略 + 30%黄金 + 0%现金,0.08391568418215334,0.10334377771459065,-0.09900438853778626,0.5700941603360343,0.8475956007760794,0.004793629881378436,0.0791220543007749,0.3212417716554674,0.11271902089982314,-0.04903520933372152,2.6281435847348833,6.551247073693013,0.21334541399075846,0.10789635766470895,13,0.07091189650711754,0.10117780209678759,-0.031089149378474658,0.843135960238469,0.6923076923076923,4
sweep_static_r065_g026_c009,V2.7静态扫描：65%风险策略 + 26%黄金 + 9%现金,0.0779711533312728,0.09486567946345066,-0.08807614339625702,0.5583805822176316,0.8852698395350761,0.004793629881378436,0.07317752344989437,0.2886244511856364,0.10228445870412574,-0.04510596985025539,2.57736565775073,6.398808231899756,0.21334541399075846,0.07527903719487794,13,0.06464227756538939,0.09490818315505942,-0.028444013845740555,0.809236383450905,0.6923076923076923,4
sweep_static_r055_g022_c022,V2.7静态扫描：55%风险策略 + 22%黄金 + 22%现金,0.06961432718517835,0.0804651310895313,-0.07170434687203253,0.5544554092074645,0.970852259618456,0.004793629881378436,0.06482069730379991,0.24536336685267024,0.08697362003307225,-0.03820820580960138,2.5336805202413757,6.421745320242507,0.21334541399075846,0.03201795286191178,13,0.05838028804938468,0.08864619363905471,-0.023968226051841516,0.7914780235330022,0.6153846153846154,4
sweep_tvol010_max080_min025_gs075,V2.7目标波动扫描：目标波动10%，风险仓25%-80%,0.0788531565973809,0.09750206992541706,-0.09927777257524995,0.5523283417323875,0.7942679872034023,0.004793629881378436,0.07405952671600247,0.2524759479510499,0.1034522930249102,-0.060703633526676515,2.1988487765686946,4.159157092962122,0.21334541399075846,0.039130533960291425,13,0.0577122754162351,0.08797818100590511,-0.02800425232473698,0.6907475101926133,0.6923076923076923,4
sweep_tvol012_max080_min025_gs075,V2.7目标波动扫描：目标波动12%，风险仓25%-80%,0.07873160944085567,0.0978888590328822,-0.09927777257524983,0.5489042366180454,0.793043673307429,0.004793629881378436,0.07393797955947723,0.2602750811317589,0.10269909108556524,-0.060703633526676404,2.290916878083527,4.287635945505308,0.21334541399075846,0.04692966714100044,13,0.05613245147014305,0.08639835705981308,-0.02794427340544358,0.6656268392515581,0.6923076923076923,4
sweep_tvol012_max080_min035_gs075,V2.7目标波动扫描：目标波动12%，风险仓35%-80%,0.07873160944085567,0.0978888590328822,-0.09927777257524983,0.5489042366180454,0.793043673307429,0.004793629881378436,0.07393797955947723,0.2602750811317589,0.10269909108556524,-0.060703633526676404,2.290916878083527,4.287635945505308,0.21334541399075846,0.04692966714100044,13,0.05613245147014305,0.08639835705981308,-0.02794427340544358,0.6656268392515581,0.6923076923076923,4
no_gold_sweep_tvol010_max080_min025_gs075,风险策略不含黄金；V2.7目标波动扫描：目标波动10%，风险仓25%-80%,0.08157947961791878,0.10338435080942972,-0.09927863584898877,0.5472731528025241,0.8217224070444329,0.004793629881378436,0.07678584973654035,0.21397561801576725,0.1056321367112889,-0.07885163266831186,1.7889974007841067,2.713648541886917,0.21334541399075846,0.0006302040250087959,13,0.04889434805387972,0.07916025364354971,-0.03045410248966647,0.4818943887786038,0.6153846153846154,4
sweep_tvol010_max080_min035_gs075,V2.7目标波动扫描：目标波动10%，风险仓35%-80%,0.07855297217856827,0.09789979680082926,-0.09927777257524995,0.5470182158551186,0.7912443051542799,0.004793629881378436,0.07375934229718983,0.25247594795104833,0.10345229302491005,-0.060703633526676626,2.1988487765686826,4.159157092962088,0.21334541399075846,0.03913053396028987,13,0.057096093533887574,0.08736199912355762,-0.02794477173725945,0.67953649692603,0.6923076923076923,4
no_gold_sweep_tvol012_max080_min025_gs075,风险策略不含黄金；V2.7目标波动扫描：目标波动12%，风险仓25%-80%,0.08171479729057363,0.10411918396069622,-0.09927863584898922,0.5447103514755052,0.8230854160291686,0.004793629881378436,0.07692116740919519,0.222895675983374,0.1053981386916547,-0.0788516326683113,1.8776012407801959,2.826773123658488,0.21334541399075846,0.00955026199261555,13,0.04755725655816117,0.0778231621478312,-0.03052677417543774,0.4579013561883907,0.6153846153846154,4
no_gold_sweep_tvol012_max080_min035_gs075,风险策略不含黄金；V2.7目标波动扫描：目标波动12%，风险仓35%-80%,0.08171479729057363,0.10411918396069622,-0.09927863584898922,0.5447103514755052,0.8230854160291686,0.004793629881378436,0.07692116740919519,0.222895675983374,0.1053981386916547,-0.0788516326683113,1.8776012407801959,2.826773123658488,0.21334541399075846,0.00955026199261555,13,0.04755725655816117,0.0778231621478312,-0.03052677417543774,0.4579013561883907,0.6153846153846154,4
no_gold_sweep_static_r075_g025_c000,风险策略不含黄金；V2.7静态扫描：75%风险策略 + 25%黄金 + 0%现金,0.0850268559017393,0.11052177016684774,-0.09407312700013948,0.5431224618563434,0.9038378824338776,0.004793629881378436,0.08023322602036087,0.27569483621898705,0.10893486258394494,-0.06952515132511095,2.301327878628407,3.96539713994714,0.21334541399075846,0.06234942222822859,13,0.05363974243434877,0.08390564802401879,-0.033821485629109395,0.5952041060626908,0.6923076923076923,4
no_gold_sweep_tvol010_max080_min035_gs075,风险策略不含黄金；V2.7目标波动扫描：目标波动10%，风险仓35%-80%,0.0812427241493161,0.10376404268165872,-0.09927863584898877,0.5420251822865566,0.8183303835166831,0.004793629881378436,0.07644909426793767,0.21397561801576814,0.10563213671128889,-0.0788516326683113,1.7889974007841152,2.7136485418869474,0.21334541399075846,0.0006302040250096841,13,0.04822092129685136,0.07848682688652138,-0.030396819065167113,0.469200545888473,0.6153846153846154,4
sweep_tvol014_max080_min025_gs075,V2.7目标波动扫描：目标波动14%，风险仓25%-80%,0.07843578791255368,0.09864798556081261,-0.09927777257524995,0.5416814910996091,0.7900639375556237,0.004793629881378436,0.07364215803117524,0.2612075679697068,0.10256030667464511,-0.06070363352667629,2.30310902559052,4.302997247354539,0.21334541399075846,0.04786215397894833,13,0.05448823996671473,0.08475414555638477,-0.02850171810746783,0.6415016227536353,0.6923076923076923,4
