date,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2019-02-28,103.205,103.146,103.205,103.136,1205,12775796.0,0.07,0.01,0.01,0.08
2019-03-01,103.147,103.096,103.242,103.021,1422,15073202.0,0.21,-0.05,-0.05,0.09
2019-03-04,102.896,103.083,103.121,102.836,2933,31039714.0,0.28,-0.01,-0.013,0.19
2019-03-05,102.986,102.976,103.037,102.936,1621,17161428.0,0.1,-0.1,-0.107,0.11
2019-03-06,102.866,102.969,103.06,102.866,2176,23030792.0,0.19,-0.01,-0.007,0.14
2019-03-07,102.974,103.312,103.328,102.974,3006,31874868.0,0.34,0.33,0.343,0.2
2019-03-08,103.325,103.372,103.536,103.317,9455,100479249.0,0.21,0.06,0.06,0.63
2019-03-11,103.514,103.368,103.514,103.354,1585,16840008.0,0.15,0.0,-0.004,0.1
2019-03-12,103.369,103.453,103.546,103.369,4021,42762587.0,0.17,0.08,0.085,0.27
2019-03-13,103.377,103.509,103.534,103.377,447,4753636.0,0.15,0.05,0.056,0.03
2019-03-14,103.536,103.493,103.558,103.493,906,9638800.0,0.06,-0.02,-0.016,0.06
2019-03-15,103.486,103.53,103.531,103.443,524,5573619.0,0.09,0.04,0.037,0.03
2019-03-18,103.49,103.483,103.542,102.736,2184,23184560.0,0.78,-0.05,-0.047,0.14
2019-03-19,103.288,103.537,103.636,103.288,602,6409697.0,0.34,0.05,0.054,0.04
2019-03-20,103.586,103.625,103.669,103.586,294,3132808.0,0.08,0.08,0.088,0.02
2019-03-21,103.566,103.622,103.626,103.566,537,5717901.0,0.06,0.0,-0.003,0.04
2019-03-22,103.624,103.796,103.796,103.624,713,7602676.0,0.17,0.17,0.174,0.05
2019-03-25,103.896,104.025,104.135,103.896,666,7116265.0,0.23,0.22,0.229,0.04
2019-03-26,104.027,104.264,104.316,103.986,851,9115126.0,0.32,0.23,0.239,0.06
2019-03-27,104.264,104.226,104.309,104.168,868,9296453.0,0.14,-0.04,-0.038,0.06
2019-03-28,104.137,104.126,104.224,104.126,154,1648201.0,0.09,-0.1,-0.1,0.01
2019-03-29,104.415,104.016,104.415,103.869,2629,28124463.0,0.52,-0.11,-0.11,0.17
2019-04-01,103.704,103.918,104.035,103.704,780,8331415.0,0.32,-0.09,-0.098,0.05
2019-04-02,103.906,103.565,103.906,103.476,4377,46585872.0,0.41,-0.34,-0.353,0.29
2019-04-03,103.816,103.156,103.816,103.137,645,6850138.0,0.66,-0.39,-0.409,0.04
2019-04-04,102.985,102.861,103.057,102.842,1500,15865014.0,0.21,-0.29,-0.295,0.1
2019-04-08,102.835,102.636,102.836,102.336,12190,128654814.0,0.49,-0.22,-0.225,0.81
2019-04-09,102.641,102.669,102.836,102.641,818,8641640.0,0.19,0.03,0.033,0.05
2019-04-10,101.836,102.487,102.834,101.836,1136,11958994.0,0.97,-0.18,-0.182,0.08
2019-04-11,102.487,102.701,102.787,102.487,1547,16328950.0,0.29,0.21,0.214,0.1
